;Regija;NazivRegije;SifraOpstine;NazivOpstineL;OrgOblik;NazivOrgOblik;BrojGazdinstavaSva;BrojGazdinstavaAktivna
CENTRALNA SRBIJA;12;Brani?evski;110;Veliko Gradište;1;Porodi?no poljoprivredno gazdinstvo;1886;1802
CENTRALNA SRBIJA;12;Brani?evski;110;Veliko Gradište;2;Preduze?a;6;6
CENTRALNA SRBIJA;12;Brani?evski;110;Veliko Gradište;3;Preduzetnici;3;3
CENTRALNA SRBIJA;12;Brani?evski;110;Veliko Gradište;4;Zemljoradni?ke zadruge;1;0
CENTRALNA SRBIJA;12;Brani?evski;110;Veliko Gradište;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;12;Brani?evski;110;Veliko Gradište;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;12;Brani?evski;117;Žabari;1;Porodi?no poljoprivredno gazdinstvo;1388;1320
CENTRALNA SRBIJA;12;Brani?evski;117;Žabari;2;Preduze?a;4;4
CENTRALNA SRBIJA;12;Brani?evski;117;Žabari;3;Preduzetnici;2;2
CENTRALNA SRBIJA;12;Brani?evski;117;Žabari;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;12;Brani?evski;117;Žabari;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;12;Brani?evski;117;Žabari;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;12;Brani?evski;118;Žagubica;1;Porodi?no poljoprivredno gazdinstvo;1942;1840
CENTRALNA SRBIJA;12;Brani?evski;118;Žagubica;2;Preduze?a;4;4
CENTRALNA SRBIJA;12;Brani?evski;118;Žagubica;3;Preduzetnici;1;1
CENTRALNA SRBIJA;12;Brani?evski;118;Žagubica;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;12;Brani?evski;118;Žagubica;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;12;Brani?evski;118;Žagubica;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;12;Brani?evski;129;Kostolac;1;Porodi?no poljoprivredno gazdinstvo;273;262
CENTRALNA SRBIJA;12;Brani?evski;129;Kostolac;2;Preduze?a;0;0
CENTRALNA SRBIJA;12;Brani?evski;129;Kostolac;3;Preduzetnici;0;0
CENTRALNA SRBIJA;12;Brani?evski;129;Kostolac;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;12;Brani?evski;129;Kostolac;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;12;Brani?evski;129;Kostolac;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;13;Šumadijski;3;Aran?elovac;1;Porodi?no poljoprivredno gazdinstvo;2860;2583
CENTRALNA SRBIJA;13;Šumadijski;3;Aran?elovac;2;Preduze?a;17;17
CENTRALNA SRBIJA;13;Šumadijski;3;Aran?elovac;3;Preduzetnici;9;9
CENTRALNA SRBIJA;13;Šumadijski;3;Aran?elovac;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;13;Šumadijski;3;Aran?elovac;5;Poljoprivredna gazdinstva sa statusom pravnog lica;2;2
CENTRALNA SRBIJA;13;Šumadijski;3;Aran?elovac;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;13;Šumadijski;8;Bato?ina;1;Porodi?no poljoprivredno gazdinstvo;1084;1030
CENTRALNA SRBIJA;13;Šumadijski;8;Bato?ina;2;Preduze?a;10;7
CENTRALNA SRBIJA;13;Šumadijski;8;Bato?ina;3;Preduzetnici;4;4
CENTRALNA SRBIJA;13;Šumadijski;8;Bato?ina;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;13;Šumadijski;8;Bato?ina;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;13;Šumadijski;8;Bato?ina;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;13;Šumadijski;44;Kni?;1;Porodi?no poljoprivredno gazdinstvo;2479;2320
CENTRALNA SRBIJA;13;Šumadijski;44;Kni?;2;Preduze?a;10;10
CENTRALNA SRBIJA;13;Šumadijski;44;Kni?;3;Preduzetnici;1;1
CENTRALNA SRBIJA;13;Šumadijski;44;Kni?;4;Zemljoradni?ke zadruge;4;4
CENTRALNA SRBIJA;13;Šumadijski;44;Kni?;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;13;Šumadijski;44;Kni?;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;13;Šumadijski;49;Kragujevac - grad;1;Porodi?no poljoprivredno gazdinstvo;6761;6325
CENTRALNA SRBIJA;13;Šumadijski;49;Kragujevac - grad;2;Preduze?a;27;25
CENTRALNA SRBIJA;13;Šumadijski;49;Kragujevac - grad;3;Preduzetnici;7;7
CENTRALNA SRBIJA;13;Šumadijski;49;Kragujevac - grad;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;13;Šumadijski;49;Kragujevac - grad;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;13;Šumadijski;49;Kragujevac - grad;6;Nau?no istrživa?ke organizacije;1;1
CENTRALNA SRBIJA;13;Šumadijski;86;Ra?a Kragujeva?ka;1;Porodi?no poljoprivredno gazdinstvo;1882;1720
CENTRALNA SRBIJA;13;Šumadijski;86;Ra?a Kragujeva?ka;2;Preduze?a;4;4
CENTRALNA SRBIJA;13;Šumadijski;86;Ra?a Kragujeva?ka;3;Preduzetnici;0;0
CENTRALNA SRBIJA;13;Šumadijski;86;Ra?a Kragujeva?ka;4;Zemljoradni?ke zadruge;1;0
CENTRALNA SRBIJA;13;Šumadijski;86;Ra?a Kragujeva?ka;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;13;Šumadijski;86;Ra?a Kragujeva?ka;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;13;Šumadijski;101;Topola;1;Porodi?no poljoprivredno gazdinstvo;3294;3005
CENTRALNA SRBIJA;13;Šumadijski;101;Topola;2;Preduze?a;23;23
CENTRALNA SRBIJA;13;Šumadijski;101;Topola;3;Preduzetnici;6;6
CENTRALNA SRBIJA;13;Šumadijski;101;Topola;4;Zemljoradni?ke zadruge;2;2
CENTRALNA SRBIJA;13;Šumadijski;101;Topola;5;Poljoprivredna gazdinstva sa statusom pravnog lica;3;2
CENTRALNA SRBIJA;13;Šumadijski;101;Topola;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;13;Šumadijski;121;Lapovo;1;Porodi?no poljoprivredno gazdinstvo;480;461
CENTRALNA SRBIJA;13;Šumadijski;121;Lapovo;2;Preduze?a;1;1
CENTRALNA SRBIJA;13;Šumadijski;121;Lapovo;3;Preduzetnici;0;0
CENTRALNA SRBIJA;13;Šumadijski;121;Lapovo;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;13;Šumadijski;121;Lapovo;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;13;Šumadijski;121;Lapovo;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;13;Šumadijski;123;Stragari;1;Porodi?no poljoprivredno gazdinstvo;0;0
CENTRALNA SRBIJA;13;Šumadijski;123;Stragari;2;Preduze?a;0;0
CENTRALNA SRBIJA;13;Šumadijski;123;Stragari;3;Preduzetnici;0;0
CENTRALNA SRBIJA;13;Šumadijski;123;Stragari;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;13;Šumadijski;123;Stragari;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;13;Šumadijski;123;Stragari;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;14;Pomoravski;33;?uprija;1;Porodi?no poljoprivredno gazdinstvo;1613;1404
CENTRALNA SRBIJA;14;Pomoravski;33;?uprija;2;Preduze?a;8;6
CENTRALNA SRBIJA;14;Pomoravski;33;?uprija;3;Preduzetnici;0;0
CENTRALNA SRBIJA;14;Pomoravski;33;?uprija;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;14;Pomoravski;33;?uprija;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;14;Pomoravski;33;?uprija;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;14;Pomoravski            ;36;Despotovac            ;1;Porodi?no poljoprivredno gazdinstvo;1772;1691
CENTRALNA SRBIJA;14;Pomoravski            ;36;Despotovac            ;2;Preduze?a;4;4
CENTRALNA SRBIJA;14;Pomoravski            ;36;Despotovac            ;3;Preduzetnici;0;0
CENTRALNA SRBIJA;14;Pomoravski            ;36;Despotovac            ;4;Zemljoradni?ke zadruge;2;2
CENTRALNA SRBIJA;14;Pomoravski            ;36;Despotovac            ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;14;Pomoravski            ;36;Despotovac            ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;14;Pomoravski;77;Para?in;1;Porodi?no poljoprivredno gazdinstvo;3674;3419
CENTRALNA SRBIJA;14;Pomoravski;77;Para?in;2;Preduze?a;22;21
CENTRALNA SRBIJA;14;Pomoravski;77;Para?in;3;Preduzetnici;4;4
CENTRALNA SRBIJA;14;Pomoravski;77;Para?in;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;14;Pomoravski;77;Para?in;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;0
CENTRALNA SRBIJA;14;Pomoravski;77;Para?in;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;14;Pomoravski            ;89;Rekovac               ;1;Porodi?no poljoprivredno gazdinstvo;2195;1952
CENTRALNA SRBIJA;14;Pomoravski            ;89;Rekovac               ;2;Preduze?a;12;12
CENTRALNA SRBIJA;14;Pomoravski            ;89;Rekovac               ;3;Preduzetnici;3;3
CENTRALNA SRBIJA;14;Pomoravski            ;89;Rekovac               ;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;14;Pomoravski            ;89;Rekovac               ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;14;Pomoravski            ;89;Rekovac               ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;14;Pomoravski            ;96;Jagodina              ;1;Porodi?no poljoprivredno gazdinstvo;4254;3732
CENTRALNA SRBIJA;14;Pomoravski            ;96;Jagodina              ;2;Preduze?a;17;15
CENTRALNA SRBIJA;14;Pomoravski            ;96;Jagodina              ;3;Preduzetnici;2;2
CENTRALNA SRBIJA;14;Pomoravski            ;96;Jagodina              ;4;Zemljoradni?ke zadruge;2;2
CENTRALNA SRBIJA;14;Pomoravski            ;96;Jagodina              ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;14;Pomoravski            ;96;Jagodina              ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;14;Pomoravski            ;97;Svilajnac             ;1;Porodi?no poljoprivredno gazdinstvo;2010;1910
CENTRALNA SRBIJA;14;Pomoravski            ;97;Svilajnac             ;2;Preduze?a;9;9
CENTRALNA SRBIJA;14;Pomoravski            ;97;Svilajnac             ;3;Preduzetnici;1;1
CENTRALNA SRBIJA;14;Pomoravski            ;97;Svilajnac             ;4;Zemljoradni?ke zadruge;2;2
CENTRALNA SRBIJA;14;Pomoravski            ;97;Svilajnac             ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;14;Pomoravski            ;97;Svilajnac             ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;15;Borski                ;27;Bor                   ;1;Porodi?no poljoprivredno gazdinstvo;2216;2098
CENTRALNA SRBIJA;15;Borski                ;27;Bor                   ;2;Preduze?a;1;1
CENTRALNA SRBIJA;15;Borski                ;27;Bor                   ;3;Preduzetnici;1;1
CENTRALNA SRBIJA;15;Borski                ;27;Bor                   ;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;15;Borski                ;27;Bor                   ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;15;Borski                ;27;Bor                   ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;15;Borski                ;43;Kladovo               ;1;Porodi?no poljoprivredno gazdinstvo;1036;988
CENTRALNA SRBIJA;15;Borski                ;43;Kladovo               ;2;Preduze?a;6;6
CENTRALNA SRBIJA;15;Borski                ;43;Kladovo               ;3;Preduzetnici;1;1
CENTRALNA SRBIJA;15;Borski                ;43;Kladovo               ;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;15;Borski                ;43;Kladovo               ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;15;Borski                ;43;Kladovo               ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;15;Borski                ;63;Majdanpek/D.Milan44290;1;Porodi?no poljoprivredno gazdinstvo;1088;1024
CENTRALNA SRBIJA;15;Borski                ;63;Majdanpek/D.Milan44290;2;Preduze?a;0;0
CENTRALNA SRBIJA;15;Borski                ;63;Majdanpek/D.Milan44290;3;Preduzetnici;1;1
CENTRALNA SRBIJA;15;Borski                ;63;Majdanpek/D.Milan44290;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;15;Borski                ;63;Majdanpek/D.Milan44290;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;15;Borski                ;63;Majdanpek/D.Milan44290;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;15;Borski                ;72;Negotin               ;1;Porodi?no poljoprivredno gazdinstvo;2615;2454
CENTRALNA SRBIJA;15;Borski                ;72;Negotin               ;2;Preduze?a;15;12
CENTRALNA SRBIJA;15;Borski                ;72;Negotin               ;3;Preduzetnici;15;13
CENTRALNA SRBIJA;15;Borski                ;72;Negotin               ;4;Zemljoradni?ke zadruge;4;4
CENTRALNA SRBIJA;15;Borski                ;72;Negotin               ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;4;4
CENTRALNA SRBIJA;15;Borski                ;72;Negotin               ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;16;Zaje?arski;26;Boljevac;1;Porodi?no poljoprivredno gazdinstvo;1961;1795
CENTRALNA SRBIJA;16;Zaje?arski;26;Boljevac;2;Preduze?a;5;4
CENTRALNA SRBIJA;16;Zaje?arski;26;Boljevac;3;Preduzetnici;1;1
CENTRALNA SRBIJA;16;Zaje?arski;26;Boljevac;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;16;Zaje?arski;26;Boljevac;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;16;Zaje?arski;26;Boljevac;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;16;Zaje?arski;45;Knjaževac;1;Porodi?no poljoprivredno gazdinstvo;3104;2894
CENTRALNA SRBIJA;16;Zaje?arski;45;Knjaževac;2;Preduze?a;9;8
CENTRALNA SRBIJA;16;Zaje?arski;45;Knjaževac;3;Preduzetnici;5;5
CENTRALNA SRBIJA;16;Zaje?arski;45;Knjaževac;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;16;Zaje?arski;45;Knjaževac;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;16;Zaje?arski;45;Knjaževac;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;16;Zaje?arski;94;Sokobanja;1;Porodi?no poljoprivredno gazdinstvo;2270;2003
CENTRALNA SRBIJA;16;Zaje?arski;94;Sokobanja;2;Preduze?a;0;0
CENTRALNA SRBIJA;16;Zaje?arski;94;Sokobanja;3;Preduzetnici;0;0
CENTRALNA SRBIJA;16;Zaje?arski;94;Sokobanja;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;16;Zaje?arski;94;Sokobanja;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;16;Zaje?arski;94;Sokobanja;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;16;Zaje?arski;116;Zaje?ar;1;Porodi?no poljoprivredno gazdinstvo;4212;3899
CENTRALNA SRBIJA;16;Zaje?arski;116;Zaje?ar;2;Preduze?a;7;7
CENTRALNA SRBIJA;16;Zaje?arski;116;Zaje?ar;3;Preduzetnici;1;1
CENTRALNA SRBIJA;16;Zaje?arski;116;Zaje?ar;4;Zemljoradni?ke zadruge;1;0
CENTRALNA SRBIJA;16;Zaje?arski;116;Zaje?ar;5;Poljoprivredna gazdinstva sa statusom pravnog lica;2;2
CENTRALNA SRBIJA;16;Zaje?arski;116;Zaje?ar;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski           ;4;Arilje                ;1;Porodi?no poljoprivredno gazdinstvo;3716;3524
CENTRALNA SRBIJA;17;Zlatiborski           ;4;Arilje                ;2;Preduze?a;40;39
CENTRALNA SRBIJA;17;Zlatiborski           ;4;Arilje                ;3;Preduzetnici;18;18
CENTRALNA SRBIJA;17;Zlatiborski           ;4;Arilje                ;4;Zemljoradni?ke zadruge;5;4
CENTRALNA SRBIJA;17;Zlatiborski           ;4;Arilje                ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;6;6
CENTRALNA SRBIJA;17;Zlatiborski           ;4;Arilje                ;6;Nau?no istrživa?ke organizacije;1;1
CENTRALNA SRBIJA;17;Zlatiborski;7;Bajina Bašta;1;Porodi?no poljoprivredno gazdinstvo;4134;4003
CENTRALNA SRBIJA;17;Zlatiborski;7;Bajina Bašta;2;Preduze?a;20;19
CENTRALNA SRBIJA;17;Zlatiborski;7;Bajina Bašta;3;Preduzetnici;9;9
CENTRALNA SRBIJA;17;Zlatiborski;7;Bajina Bašta;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;17;Zlatiborski;7;Bajina Bašta;5;Poljoprivredna gazdinstva sa statusom pravnog lica;5;5
CENTRALNA SRBIJA;17;Zlatiborski;7;Bajina Bašta;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski;35;?ajetina;1;Porodi?no poljoprivredno gazdinstvo;2289;2179
CENTRALNA SRBIJA;17;Zlatiborski;35;?ajetina;2;Preduze?a;12;12
CENTRALNA SRBIJA;17;Zlatiborski;35;?ajetina;3;Preduzetnici;4;4
CENTRALNA SRBIJA;17;Zlatiborski;35;?ajetina;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;17;Zlatiborski;35;?ajetina;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;17;Zlatiborski;35;?ajetina;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;18;Moravi?ki;42;Ivanjica              ;1;Porodi?no poljoprivredno gazdinstvo;6044;5784
CENTRALNA SRBIJA;18;Moravi?ki;42;Ivanjica              ;2;Preduze?a;15;13
CENTRALNA SRBIJA;18;Moravi?ki;42;Ivanjica              ;3;Preduzetnici;11;10
CENTRALNA SRBIJA;18;Moravi?ki;42;Ivanjica              ;4;Zemljoradni?ke zadruge;3;3
CENTRALNA SRBIJA;18;Moravi?ki;42;Ivanjica              ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;3;3
CENTRALNA SRBIJA;18;Moravi?ki;42;Ivanjica              ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski;48;Kosjeri?;1;Porodi?no poljoprivredno gazdinstvo;2378;2258
CENTRALNA SRBIJA;17;Zlatiborski;48;Kosjeri?;2;Preduze?a;12;12
CENTRALNA SRBIJA;17;Zlatiborski;48;Kosjeri?;3;Preduzetnici;7;7
CENTRALNA SRBIJA;17;Zlatiborski;48;Kosjeri?;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;17;Zlatiborski;48;Kosjeri?;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;17;Zlatiborski;48;Kosjeri?;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski;74;Nova Varoš;1;Porodi?no poljoprivredno gazdinstvo;2872;2621
CENTRALNA SRBIJA;17;Zlatiborski;74;Nova Varoš;2;Preduze?a;5;5
CENTRALNA SRBIJA;17;Zlatiborski;74;Nova Varoš;3;Preduzetnici;0;0
CENTRALNA SRBIJA;17;Zlatiborski;74;Nova Varoš;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;17;Zlatiborski;74;Nova Varoš;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;17;Zlatiborski;74;Nova Varoš;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski;81;Požega;1;Porodi?no poljoprivredno gazdinstvo;4189;4074
CENTRALNA SRBIJA;17;Zlatiborski;81;Požega;2;Preduze?a;12;12
CENTRALNA SRBIJA;17;Zlatiborski;81;Požega;3;Preduzetnici;7;7
CENTRALNA SRBIJA;17;Zlatiborski;81;Požega;4;Zemljoradni?ke zadruge;4;3
CENTRALNA SRBIJA;17;Zlatiborski;81;Požega;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;17;Zlatiborski;81;Požega;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski;83;Priboj ;1;Porodi?no poljoprivredno gazdinstvo;2942;2696
CENTRALNA SRBIJA;17;Zlatiborski;83;Priboj ;2;Preduze?a;3;2
CENTRALNA SRBIJA;17;Zlatiborski;83;Priboj ;3;Preduzetnici;3;3
CENTRALNA SRBIJA;17;Zlatiborski;83;Priboj ;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;17;Zlatiborski;83;Priboj ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;17;Zlatiborski;83;Priboj ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski           ;84;Prijepolje            ;1;Porodi?no poljoprivredno gazdinstvo;5477;4669
CENTRALNA SRBIJA;17;Zlatiborski           ;84;Prijepolje            ;2;Preduze?a;15;13
CENTRALNA SRBIJA;17;Zlatiborski           ;84;Prijepolje            ;3;Preduzetnici;1;1
CENTRALNA SRBIJA;17;Zlatiborski           ;84;Prijepolje            ;4;Zemljoradni?ke zadruge;4;3
CENTRALNA SRBIJA;17;Zlatiborski           ;84;Prijepolje            ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;17;Zlatiborski           ;84;Prijepolje            ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski           ;91;Sjenica               ;1;Porodi?no poljoprivredno gazdinstvo;4486;4170
CENTRALNA SRBIJA;17;Zlatiborski           ;91;Sjenica               ;2;Preduze?a;5;3
CENTRALNA SRBIJA;17;Zlatiborski           ;91;Sjenica               ;3;Preduzetnici;3;3
CENTRALNA SRBIJA;17;Zlatiborski           ;91;Sjenica               ;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;17;Zlatiborski           ;91;Sjenica               ;5;Poljoprivredna gazdinstva sa statusom pravnog lica;4;4
CENTRALNA SRBIJA;17;Zlatiborski           ;91;Sjenica               ;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski;100;Užice;1;Porodi?no poljoprivredno gazdinstvo;7302;7038
CENTRALNA SRBIJA;17;Zlatiborski;100;Užice;2;Preduze?a;21;20
CENTRALNA SRBIJA;17;Zlatiborski;100;Užice;3;Preduzetnici;8;8
CENTRALNA SRBIJA;17;Zlatiborski;100;Užice;4;Zemljoradni?ke zadruge;2;0
CENTRALNA SRBIJA;17;Zlatiborski;100;Užice;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;17;Zlatiborski;100;Užice;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;17;Zlatiborski;131;Užice-Sevojno;1;Porodi?no poljoprivredno gazdinstvo;0;0
CENTRALNA SRBIJA;17;Zlatiborski;131;Užice-Sevojno;2;Preduze?a;0;0
CENTRALNA SRBIJA;17;Zlatiborski;131;Užice-Sevojno;3;Preduzetnici;0;0
CENTRALNA SRBIJA;17;Zlatiborski;131;Užice-Sevojno;4;Zemljoradni?ke zadruge;0;0
CENTRALNA SRBIJA;17;Zlatiborski;131;Užice-Sevojno;5;Poljoprivredna gazdinstva sa statusom pravnog lica;0;0
CENTRALNA SRBIJA;17;Zlatiborski;131;Užice-Sevojno;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;18;Moravi?ki;34;?a?ak;1;Porodi?no poljoprivredno gazdinstvo;8521;8039
CENTRALNA SRBIJA;18;Moravi?ki;34;?a?ak;2;Preduze?a;30;30
CENTRALNA SRBIJA;18;Moravi?ki;34;?a?ak;3;Preduzetnici;4;4
CENTRALNA SRBIJA;18;Moravi?ki;34;?a?ak;4;Zemljoradni?ke zadruge;5;5
CENTRALNA SRBIJA;18;Moravi?ki;34;?a?ak;5;Poljoprivredna gazdinstva sa statusom pravnog lica;3;3
CENTRALNA SRBIJA;18;Moravi?ki;34;?a?ak;6;Nau?no istrživa?ke organizacije;1;1
CENTRALNA SRBIJA;18;Moravi?ki;41;Gornji Milanovac;1;Porodi?no poljoprivredno gazdinstvo;5105;4795
CENTRALNA SRBIJA;18;Moravi?ki;41;Gornji Milanovac;2;Preduze?a;7;7
CENTRALNA SRBIJA;18;Moravi?ki;41;Gornji Milanovac;3;Preduzetnici;6;6
CENTRALNA SRBIJA;18;Moravi?ki;41;Gornji Milanovac;4;Zemljoradni?ke zadruge;4;4
CENTRALNA SRBIJA;18;Moravi?ki;41;Gornji Milanovac;5;Poljoprivredna gazdinstva sa statusom pravnog lica;1;1
CENTRALNA SRBIJA;18;Moravi?ki;41;Gornji Milanovac;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;18;Moravi?ki;60;Lu?ani /Gu?a 41302;1;Porodi?no poljoprivredno gazdinstvo;4098;3939
CENTRALNA SRBIJA;18;Moravi?ki;60;Lu?ani /Gu?a 41302;2;Preduze?a;19;19
CENTRALNA SRBIJA;18;Moravi?ki;60;Lu?ani /Gu?a 41302;3;Preduzetnici;13;13
CENTRALNA SRBIJA;18;Moravi?ki;60;Lu?ani /Gu?a 41302;4;Zemljoradni?ke zadruge;1;1
CENTRALNA SRBIJA;18;Moravi?ki;60;Lu?ani /Gu?a 41302;5;Poljoprivredna gazdinstva sa statusom pravnog lica;3;3
CENTRALNA SRBIJA;18;Moravi?ki;60;Lu?ani /Gu?a 41302;6;Nau?no istrživa?ke organizacije;0;0
CENTRALNA SRBIJA;19;Raški;50;Kraljevo;1;Porodi?no poljoprivredno gazdinstvo;7857;7451
CENTRALNA SRBIJA;19;Raški;50;Kraljevo;2;Preduze?a;34;32
CENTRALNA SRBIJA;19;Raški;50;Kraljevo;3;Preduzetnici;8;7
CENTRALNA SRBIJA;19;Raški;50;Kraljevo;4;Zemljoradni?ke zadruge;1;0
CENTRALNA SRBIJA;19;Raški;50;Kraljevo;5;Poljoprivredna gazdinstva sa statusom pravnog lica;2;2
CENTRALNA SRBIJA;19;Raški;50;Kraljevo;6;Nau?no istrživa?ke organizacije;0;0
